trip_id,vehicle_id,driver_id,distance_km,fuel_liters,trip_date
T000194,V030,D10,188.64246258610908,139.28120886894425,2025-08-08
T000195,V029,D18,1089.7310355010163,42.08967119373477,2025-06-22
T000196,V035,D23,761.0180457781794,32.45938572962763,2025-09-09
T000197,V044,D18,874.410924830944,31.0818919743426,2025-11-07
T000198,V018,D05,561.2628850491808,301.48001921471376,2025-09-14
T000199,V042,D15,1169.6032309091015,241.8396897354077,2025-04-20
T000200,V019,D23,438.25735771428253,287.9125653710355,2025-04-18
T000201,V010,D22,255.89872673094794,48.473819042039146,2025-06-26
T000202,V037,D26,889.7206381500788,149.35876891137022,2025-06-19
T000203,V046,D05,844.1935491805751,149.16277874046435,2025-08-08
T000204,V048,D13,758.5986033187403,149.06168936917024,2026-01-03
T000205,V006,D22,908.613686202934,136.89127272283153,2025-09-11
T000206,V049,D25,435.30026994349447,195.76608316350666,2025-08-07
T000207,V019,D07,165.46956968619668,222.24484971790773,2026-01-28
T000208,V023,D19,493.56020734673655,286.2158333681347,2025-10-26
T000209,V006,D18,292.1553741073761,62.595202446833326,2025-04-09
T000210,V030,D30,1071.2003323818928,22.86151842170908,2025-08-31
T000211,V021,D07,603.4772629222264,47.47935693523737,2025-07-05
T000212,V026,D08,1065.515849156966,157.66710442370618,2026-02-06
T000213,V008,D13,473.7205546420013,150.96006721848852,2025-05-30
T000214,V045,D26,810.9876405216395,183.11178139113406,2025-06-06
T000215,V010,D17,265.12999930245877,12.510407504391551,2025-02-13
T000216,V033,D24,1044.3773551306942,295.8638549170032,2025-03-12
T000217,V012,D25,166.29230138118243,59.005023660488085,2025-05-12
T000218,V027,D26,282.257300912044,223.91715900256628,2025-01-11
T000219,V048,D09,858.0133576481522,186.77136847526282,2025-06-06
T000220,V008,D08,442.20402257565115,126.17435615540344,2025-11-16
T000221,V039,D28,728.0635252061472,304.5497577047134,2025-05-16
T000222,V007,D11,740.8967385177725,194.26325875177704,2026-01-19
T000223,V016,D07,836.0886271729048,136.25991649327455,2025-06-28
T000224,V037,D24,526.7784216850348,317.84069989674236,2025-04-28
T000225,V008,D05,977.184000257915,256.28960144252244,2025-12-03
T000226,V032,D27,1075.5525100000334,302.2967652882338,2025-11-12
T000227,V014,D08,1027.8888246648735,35.17695676038851,2025-10-16
T000228,V026,D09,98.88558738482172,141.72105613251023,2026-02-11
T000229,V023,D02,311.5919836956144,249.56867070763082,2025-11-14
T000230,V036,D05,947.4955106791613,335.6272574816423,2025-10-09
T000231,V007,D08,75.66633239792095,23.172391096252902,2025-05-08
T000232,V027,D14,880.7456265419881,157.76503351611134,2025-12-02
T000233,V020,D02,61.58051855035481,26.008706450598574,2025-11-22
T000234,V050,D28,1089.2552901702468,190.7509786764661,2025-07-04
T000235,V048,D09,1082.188536947892,223.74084539188448,2026-01-31
T000236,V018,D12,603.1981609804134,35.377989981656484,2026-02-12
T000237,V028,D06,238.853767871037,283.20847301586974,2025-04-09
T000238,V017,D14,1056.111596091351,27.927564990158757,2025-02-17
T000239,V034,D12,80.07008919204537,130.2599038998382,2025-09-19
T000240,V040,D23,747.7210760141121,292.7851575457291,2025-06-06
T000241,V048,D26,1140.6206982726965,165.94432601016763,2025-08-30
T000242,V004,D23,113.35352004157546,83.13380091765558,2025-07-03
T000243,V020,D02,668.7377278956513,295.9670891317249,2025-02-08
T000244,V037,D30,661.9656921894584,234.69644875160606,2025-11-23
T000245,V042,D12,574.4028090030695,173.46173348837985,2025-05-24
T000246,V020,D06,10.743689713601876,282.79317741875997,2025-01-30
T000247,V039,D11,1000.7781845567349,82.9604044374915,2025-10-02
T000248,V005,D02,1042.149204261294,247.24901613229048,2025-09-17
T000249,V020,D23,97.87232613702537,322.9717516969047,01/01/2026
T000250,V014,D21,29.47597000110373,18.954166060811865,2025-07-17
T000251,V045,D24,294.32203174981055,229.61542122844338,2025-11-02
T000252,V015,D29,280.42943629825186,18.944307829227277,2026-02-16
T000253,V025,D10,297.02801862382665,199.82035837976832,2025-09-22
T000254,V014,D07,236.51286461227068,177.9969482135485,2025-01-23
T000255,V018,D25,807.2281693651144,66.19950459353774,2025-11-20
T000256,V003,D15,891.8208969913231,124.9891555257101,2025-10-20
T000257,V035,D04,188.6083869919231,111.44566831328927,2025-02-24
T000258,V012,D15,205.0879763807549,146.7216884942853,2026-01-18
T000259,V036,D02,214.6480216927747,184.82958415998533,2025-10-23
T000260,V014,D05,1051.6212271653174,95.3579615510505,2025-08-29
T000261,V001,D20,82.41366321038925,251.00953439593556,2025-09-29
T000262,V012,D16,1043.8527404744818,39.551572486659424,2025-07-17
T000263,V006,D29,972.5791027614814,162.23510690060897,2025-08-29
T000264,V018,D05,867.7889683106637,162.00008665754416,2025-06-28
T000265,V039,D02,173.7550469055147,39.197659467762655,2025-01-02
T000266,V030,D04,861.4166351350284,203.04850081371666,2025-11-06
T000267,V004,D27,141.2860096015192,11.65360717036068,2025-05-01
T000268,V016,D16,929.7429412196957,276.38753119415395,2025-08-06
T000269,V036,D01,975.413134283816,220.20528974102086,01/01/2026
T000270,V014,D22,152.8021788015285,154.74999245241017,2026-01-22
T000271,V040,D01,618.5439850733517,343.2335423369627,2025-05-15
T000272,V029,D24,296.04515784766653,205.3542701585978,2025-12-02
T000273,V010,D22,469.32937566593694,17.843638325383942,2025-02-14
T000274,V004,D03,1191.6473878581555,74.28477366682858,2025-01-06
T000275,V014,D05,998.2805530702434,83.49786109839621,2025-01-31
T000276,V041,D23,747.8777733582258,140.04489745685558,2026-02-19
T000277,V045,D16,946.8046085164495,183.69505477928038,2025-02-10
T000278,V012,D08,135.96756274397424,314.57872980207816,2025-03-15
T000279,V008,D11,814.6603676960888,261.75150074916473,2025-03-03
T000280,V005,D15,380.57575978531634,30.252577482822286,2025-12-04
T000281,V009,D04,1043.4210400779357,225.63769869185296,2025-03-24
T000282,V013,D27,321.81886724803576,291.0071832701007,2025-09-18
T000283,V006,D21,710.5681301683784,76.5111536665741,2026-01-28
T000284,V007,D12,201.84892021311742,173.5827115650714,2025-11-30
T000285,V044,D24,158.56918531210093,314.7459042398022,2025-11-07
T000286,V045,D17,435.9876557914605,202.62495165882683,2026-01-27
T000287,V038,D25,997.0883366370157,286.6310079759984,2025-03-26
T000288,V013,D11,673.5714749182712,327.8408326765104,2025-02-08
T000289,V047,D30,1125.7343897382302,197.540837219318,2025-02-15
T000290,V019,D27,953.3655331870775,309.3347981015563,2025-05-24
T000291,V050,D26,417.8069212816519,230.6260157982327,2025-03-17
T000292,V046,D18,925.3903000853335,147.09857222085603,2025-10-24
T000293,V041,D22,578.5329101556272,243.9182840955182,2026-02-06
T000294,V007,D08,1165.3933947552036,39.00763939968535,2025-04-23
T000295,V034,D28,1072.198918049242,106.57315890141065,2025-12-30
T000296,V019,D19,294.50391511902285,133.38256958511167,2025-09-08
T000297,V009,D12,688.6449504645534,115.46966235580456,2025-09-08
T000298,V021,D17,671.4637173320447,43.284404480784154,2025-10-21
T000299,V022,D04,65.87850370741386,317.02583172051067,2025-02-13
T000300,V022,D26,1192.9397246985643,342.07476893069355,2025-10-19
T000301,V018,D19,271.6726641140507,38.62951930072054,2025-06-17
T000302,V039,D30,215.58713030309323,241.4570826003412,2025-08-30
T000303,V014,D14,235.63090566720524,98.67381716379668,2025-12-02
T000304,V033,D08,779.4071371043658,40.57309433900255,2025-10-03
T000305,V030,D24,1170.5836748228742,258.6815797458396,2025-07-30
T000306,V039,D25,509.8583788877308,226.94976331345748,2025-06-05
T000307,V028,D04,322.3006882683132,31.14977644401005,2025-12-25
T000308,V018,D26,548.0715875556014,170.08009140728112,2025-01-02
T000309,V009,D18,1166.3177358886576,130.8414330771671,2025-12-07
T000310,V034,D30,1162.9696797389533,54.410188671060865,2025-11-27
T000311,V006,D24,800.7581070271091,239.42068037978015,2026-01-01
T000312,V022,D24,1162.4102732311178,139.92251420180347,2025-09-08
T000313,V026,D28,520.8916891223664,226.94721857193733,2025-11-19
T000314,V049,D27,1089.3702543468794,290.16284028029617,2025-04-13
T000315,V043,D29,758.759072346706,191.25709631745133,2025-04-27
T000316,V037,D28,133.7298381617672,224.4094966106963,2025-01-14
T000317,V031,D15,555.0999791555242,31.698275442414975,2025-02-03
T000318,V022,D13,1106.3923777628581,96.31781688304835,2025-10-31
T000319,V030,D04,1101.2780347612857,333.73074747127777,2025-02-15
T000320,V026,D08,588.719989671684,174.30596509730816,2026-01-10
T000321,V022,D09,415.3009993253103,120.09605715032207,2025-09-11
T000322,V010,D13,439.8363842621749,76.40988295938942,2025-11-23
T000323,V008,D05,244.24703954654004,32.94245416668157,2025-07-03
T000324,V034,D04,202.28906130870618,22.95056331189776,2026-01-08
T000325,V014,D23,328.46951427132836,127.36833213277131,2025-04-17
T000326,V045,D18,629.7920923193799,125.83526553387247,2026-02-02
T000327,V017,D30,671.9355994814421,80.52526310761871,2025-02-10
T000328,V003,D06,289.6044594122672,228.45082806836615,2025-07-31
T000329,V016,D21,869.2469399544201,49.90228030841213,2025-11-17
T000330,V011,D04,1008.2224026363043,103.0128496569867,2025-10-12
T000331,V008,D13,810.0199615642264,319.1230187203409,2025-09-24
T000332,V002,D04,532.3388721063702,29.25544409960614,2025-02-28
T000333,V039,D23,498.222904977477,37.900706744502926,2025-07-13
T000334,V038,D19,610.0425685045284,129.6519963900936,2025-12-26
T000335,V031,D27,710.229333904134,180.94899250209855,2025-11-10
T000336,V009,D07,736.4085397654422,225.49859742077345,2026-01-19
T000337,V021,D26,17.708335060583465,239.06507502621517,2025-11-01
T000338,V015,D10,426.6385333671034,102.39385367169194,2025-02-18
T000339,V007,D06,396.6628876518377,89.77205300922512,2025-04-15
T000340,V018,D16,789.7521348888429,38.11182574338721,2026-02-04
T000341,V043,D27,554.1947009893315,348.05795304086024,2025-02-05
T000342,V019,D15,744.00874376374,117.9454732189546,2025-04-25
T000343,V024,D30,984.879484611266,117.607535220178,2025-03-29
T000344,V049,D10,1048.0031814650295,22.634563415323353,2025-05-27
T000345,V014,D02,646.6194374631943,219.093904490972,2025-01-26
T000346,V018,D21,952.1595127549606,198.02865028209442,2025-02-09
T000347,V030,D12,904.1227944322067,52.24544710913991,2025-03-22
T000348,V023,D03,580.2865611934855,191.61172259623564,2025-03-11
T000349,V042,D08,13.278425800011583,7.285601712602407,2025-06-17
T000350,V034,D18,858.7080021187064,68.91144347217548,01/01/2026
T000351,V048,D30,443.5238540135054,210.48011528969394,2025-07-19
T000352,V007,D26,1157.6313775817107,129.4805868082218,2025-08-29
T000353,V045,D10,584.821752244759,228.86980766917338,2025-08-09
T000354,V046,D07,1038.9986361630945,291.3614658740571,2025-12-20
T000355,V023,D09,757.3824517670018,102.68287840516079,2025-11-07
T000356,V028,D25,1118.4435701265058,140.9931790526447,2025-08-11
T000357,V023,D06,528.8434866564452,133.2046136525442,2025-12-02
T000358,V001,D05,774.9281339782998,292.8960237547883,2025-10-21
T000359,V039,D14,196.89745353480862,300.0419334275881,2025-06-04
T000360,V008,D30,885.6705621778709,341.56734963289284,2025-03-02
T000361,V030,D21,138.42876493256102,305.54733684067054,2025-02-20
T000362,V036,D05,337.16942249712804,346.51439432222685,2025-12-19
T000363,V049,D04,1054.4635042466944,176.19591110127863,2025-01-27
T000364,V039,D07,1091.0624904852768,196.61165452634216,2025-03-27
T000365,V008,D27,54.94368045886375,238.37938248862804,2025-03-16
T000366,V048,D03,715.6073003538835,276.5631917302221,2025-06-22
T000367,V005,D28,207.30073931940356,30.29945974190238,2025-05-24
T000368,V036,D03,237.09203301617598,259.66910785202043,2025-03-22
T000369,V001,D18,482.4750704561846,136.13817036985384,2025-06-27
T000370,V022,D04,219.86338491723237,243.21111064741646,2025-10-29
T000371,V049,D01,440.07919135122654,149.69019184826448,2025-03-23
T000372,V011,D29,434.9758359314488,35.27854565727619,2025-06-03
T000373,V038,D13,626.8969430020485,274.23213736835163,2025-03-09
T000374,V015,D04,393.3618362619048,109.69892438999531,2025-03-06
T000375,V021,D30,790.8394951942878,100.20557136511165,2026-02-14
T000376,V020,D23,289.96413112393697,150.77264039127917,2025-08-12
T000377,V043,D08,585.5914613826683,48.29736626213459,2025-04-26
T000378,V024,D18,930.2883394549641,146.69113936360407,2026-02-10
T000379,V040,D30,703.71117472645,322.07084881820646,2025-05-10
T000380,V009,D20,235.81236375621228,220.17035803834744,2025-10-06
T000381,V020,D29,468.2424298853142,301.688603280023,2025-04-09
T000382,V034,D28,48.9181143603504,41.78959454733479,2025-08-16
T000383,V007,D03,475.6289672697794,67.3742373696303,2025-01-17
T000384,V009,D19,199.13211709731183,88.37782485653906,2025-04-17
T000385,V005,D26,1134.0260658527623,215.44393115056394,2025-03-17
T000386,V019,D08,1109.586494573502,66.72179491833404,2026-02-10
T000387,V049,D23,859.3590651926852,203.4808528195741,2025-04-04
T000388,V042,D27,106.13300362445761,220.22842770984585,2026-02-07
T000389,V017,D15,290.1779069613819,303.2442246610688,2025-02-21
T000390,V035,D11,174.25086257823196,224.03249486845937,2025-05-31
T000391,V014,D30,259.64135808463124,243.4589228260584,2025-01-20
T000392,V047,D16,1024.5307650205991,342.75267325624515,2026-01-01
T000393,V027,D17,584.603863766666,286.0187790692038,2025-08-19
T000394,V010,D01,525.0201939502819,131.28450762299684,2025-05-14
T000395,V047,D10,645.0663381499733,312.6643709298511,2025-01-18
T000396,V025,D06,795.3511764494755,109.77419893776488,2025-12-26
T000397,V017,D11,426.82220380711755,146.58144813081543,2025-12-06
T000398,V008,D18,182.55667570373612,144.55264339008593,2025-06-03
T000399,V028,D08,788.003020501664,43.529506265962574,2025-08-15
T000400,V044,D29,376.1838634525574,112.20319463614057,2025-08-07
T000401,V038,D19,647.599114506124,188.0713878202779,2025-02-20
T000402,V022,D03,437.2991555174776,182.3569442980306,2025-06-28
T000403,V021,D16,600.8282911837559,164.0901120814452,2025-05-15
T000404,V019,D12,72.66945710917678,309.50117271486016,2025-08-09
T000405,V024,D25,54.40193054402295,175.603767015685,2025-10-09
T000406,V024,D10,365.55824696070727,194.43634089969635,2025-02-01
T000407,V049,D09,423.36637205122463,83.98574046180327,2025-12-27
T000408,V024,D09,760.0306031700909,347.332344899441,2025-06-03
T000409,V008,D30,115.65276679627702,62.048554240581495,2025-03-21
T000410,V023,D25,1061.784851829832,219.52575920079727,2025-10-25
T000411,V028,D23,1027.7781106564485,42.546246860579316,2025-05-16
T000412,V020,D07,946.2868910179059,295.8374394584125,2025-12-12
T000413,V044,D27,106.72209694150865,285.35416748953327,2025-11-19
T000414,V050,D02,1090.2946381819302,239.03630063981794,2025-07-10
T000415,V010,D12,582.9925676425153,312.7925272481642,2026-02-12
T000416,V019,D13,1191.6075521437879,87.14297268839375,2025-06-19
T000417,V042,D11,793.7799623429567,196.78724969296604,2025-06-05
T000418,V034,D14,1034.6766675985145,124.27021646065961,2025-02-05
T000419,V026,D15,184.20228304512645,70.23361390300117,2025-01-22
T000420,V003,D02,374.8278522533043,304.37414779843436,2025-01-22
T000421,V038,D04,750.2147894674868,283.7603711870051,2025-05-04
